Слово,Транскрипция
член-учредитель,ˈt͡ɕlʲen ʊt͡ɕrʲɪˈdʲitʲɪlʲ
членение,t͡ɕlʲɪˈnʲenʲɪɪ̯ə
членик,ˈt͡ɕlʲenʲɪk
членимость,t͡ɕlʲɪˈnʲiməsʲtʲ
членимый,t͡ɕlʲɪˈnʲimɨɪ̯
членистый,ˈt͡ɕlʲenʲɪstɨɪ̯
членить,t͡ɕlʲɪˈnʲitʲ
члениться,t͡ɕlʲɪˈnʲit͡sːə
членкор,t͡ɕlʲɪnˈkor
членкорский,t͡ɕlʲɪnˈkorskʲɪɪ̯
членкорство,t͡ɕlʲɪnˈkorstvə
членный,ˈt͡ɕlʲenːɨɪ̯
членовредитель,t͡ɕlʲɪnəvrʲɪˈdʲitʲɪlʲ
членовредительский,t͡ɕlʲɪnəvrʲɪˈdʲitʲɪlʲskʲɪɪ̯
членовредительство,t͡ɕlʲɪnəvrʲɪˈdʲitʲɪlʲstvə
членораздельно,t͡ɕlʲɪnərɐˈzʲdʲelʲnə
членораздельность,t͡ɕlʲɪnərɐˈzʲdʲelʲnəsʲtʲ
членораздельный,t͡ɕlʲɪnərɐˈzʲdʲelʲnɨɪ̯
членский,ˈt͡ɕlʲenskʲɪɪ̯
членство,ˈt͡ɕlʲenstvə
членствовать,ˈt͡ɕlʲenstvəvətʲ
членённый,t͡ɕlʲɪˈnʲɵnːɨɪ̯
чмо,t͡ɕmo
чмок,ˈt͡ɕmok
чмоканье,ˈt͡ɕmokənʲɪ̯ə
чмокать,ˈt͡ɕmokətʲ
чмокаться,ˈt͡ɕmokət͡sə
чмокнутый,ˈt͡ɕmoknʊtɨɪ̯
чмокнуть,ˈt͡ɕmoknʊtʲ
чмокнуться,ˈt͡ɕmoknʊt͡sə
чоканье,ˈt͡ɕɵkənʲɪ̯ə
чокать,ˈt͡ɕɵkətʲ
чокер,ˈt͡ɕɵkʲɪr
чокеровать,t͡ɕɪkʲɪrɐˈvatʲ
чокероваться,t͡ɕɪkʲɪrɐˈvat͡sːə
чокеровка,t͡ɕɪkʲɪˈrofkə
чокеровщик,t͡ɕɪkʲɪˈrofɕːɪk
чокнутый,ˈt͡ɕɵknʊtɨɪ̯
чокнуть,ˈt͡ɕɵknʊtʲ
чокнуться,ˈt͡ɕɵknʊt͡sə
чомга,ˈt͡ɕɵmɡə
чомпи,ˈt͡ɕɵm⁽ʲ⁾pʲɪ
чон,t͡ɕɵn
чоновец,ˈt͡ɕɵnəvʲɪt͡s
чопорно,ˈt͡ɕɵpərnə
чопорность,ˈt͡ɕɵpərnəsʲtʲ
чопорный,ˈt͡ɕɵpərnɨɪ̯
чорт,t͡ɕɵrt
чох,t͡ɕɵx
чоха,t͡ɕɪˈxa
чохом,ˈt͡ɕɵxəm
чреватость,t͡ɕrʲɪˈvatəsʲtʲ
чреватый,t͡ɕrʲɪˈvatɨɪ̯
чревный,ˈt͡ɕrʲevnɨɪ̯
чрево,ˈt͡ɕrʲevə
чревовещание,t͡ɕrʲɪvəvʲɪˈɕːænʲɪɪ̯ə
чревовещатель,t͡ɕrʲɪvəvʲɪˈɕːætʲɪlʲ
чревовещательница,t͡ɕrʲɪvəvʲɪˈɕːætʲɪlʲnʲɪt͡sə
чревосечение,t͡ɕrʲɪvəsʲɪˈt͡ɕenʲɪɪ̯ə
чревоугодие,t͡ɕrʲɪvəʊˈɡodʲɪɪ̯ə
чревоугодник,t͡ɕrʲɪvəʊˈɡodʲnʲɪk
чревоугодница,t͡ɕrʲɪvəʊˈɡodʲnʲɪt͡sə
чревоугодничать,t͡ɕrʲɪvəʊˈɡodʲnʲɪt͡ɕɪtʲ
чревоугоднический,t͡ɕrʲɪvəʊˈɡodʲnʲɪt͡ɕɪskʲɪɪ̯
чревоугодничество,t͡ɕrʲɪvəʊˈɡodʲnʲɪt͡ɕɪstvə
чреда,t͡ɕrʲɪˈda
чрез,t͡ɕrʲes
чрезбрюшинный,t͡ɕrʲɪzbrʲʊˈʂɨnːɨɪ̯
чрезвычайка,t͡ɕrʲɪzvɨˈt͡ɕæɪ̯kə
чрезвычайно,t͡ɕrʲɪzvɨˈt͡ɕæɪ̯nə
чрезвычайность,t͡ɕrʲɪzvɨˈt͡ɕæɪ̯nəsʲtʲ
чрезвычайный,t͡ɕrʲɪzvɨˈt͡ɕæɪ̯nɨɪ̯
чрезвычайщина,t͡ɕrʲɪzvɨˈt͡ɕæɪ̯ɕːɪnə
чрезмерно,t͡ɕrʲɪˈzmʲernə
чрезмерность,t͡ɕrʲɪˈzmʲernəsʲtʲ
чрезмерный,t͡ɕrʲɪˈzmʲernɨɪ̯
чрескожный,t͡ɕrʲɪˈskoʐnɨɪ̯
чресла,ˈt͡ɕrʲesɫə
чресполосица,t͡ɕrʲɪspɐˈɫosʲɪt͡sə
чресседельник,t͡ɕrʲɪsʲːɪˈdʲelʲnʲɪk
чтение,ˈt͡ɕtʲenʲɪɪ̯ə
чтец,t͡ɕtʲet͡s
чтец-декламатор,ˈt͡ɕtʲed͡z dʲɪkɫɐˈmatər
чтецкий,ˈt͡ɕtʲet͡skʲɪɪ̯
чтиво,ˈt͡ɕtʲivə
чтимый,ˈt͡ɕtʲimɨɪ̯
чтить,t͡ɕtʲitʲ
чтиться,ˈt͡ɕtʲit͡sːə
чтица,ˈt͡ɕtʲit͡sə
что,ʂto
что,ʂto
что,ʂto
что,ʂto
что,ʂto
что,ʂto
что,ʂto
что,ʂto
что,ʂto
что,ʂto
что,ʂto
что-либо,ˈʂto‿lʲɪbə
что-нибудь,ˈʂto‿nʲɪbʊtʲ
что-то,ˈʂto‿tə
чтоб,ʂtop
чтобы,ˌʂtobɨ
чтомый,ˈt͡ɕtomɨɪ̯
чтущий,ˈt͡ɕtuɕːɪɪ̯
чтящий,ˈt͡ɕtʲæɕːɪɪ̯
чхать,t͡ɕxatʲ
чхнуть,t͡ɕxnutʲ
чья,t͡ɕeɪ̯
чьё,t͡ɕeɪ̯
чё,t͡ɕɵ
чёлка,ˈt͡ɕɵɫkə
чёлн,t͡ɕɵɫn
чёлочка,ˈt͡ɕɵɫət͡ɕkə
чёрканный,ˈt͡ɕɵrkən(ː)ɨɪ̯
чёрканье,ˈt͡ɕɵrkənʲɪ̯ə
чёркать,ˈt͡ɕɵrkətʲ
чёрненький,ˈt͡ɕɵrnʲɪnʲkʲɪɪ̯
чёрно-белый,ˌt͡ɕɵrnə ˈbʲeɫɨɪ̯
чёрно-бурый,ˌt͡ɕɵrnə ˈburɨɪ̯
чёрно-пегий,ˌt͡ɕɵrnə ˈpʲeɡʲɪɪ̯
чёрный,ˈt͡ɕɵrnɨɪ̯
чёрным,ˈt͡ɕɵrnɨɪ̯
чёрствость,ˈt͡ɕɵrstvəsʲtʲ
чёрствый,ˈt͡ɕɵrstvɨɪ̯
чёрт,t͡ɕɵrt
чёрта,t͡ɕɵrt
чёртик,ˈt͡ɕɵrtʲɪk
чёртов,ˈt͡ɕɵrtəf
чёрточка,ˈt͡ɕɵrtət͡ɕkə
чёртушка,ˈt͡ɕɵrtʊʂkə
чёс,t͡ɕɵs
чёсанец,ˈt͡ɕɵsənʲɪt͡s
чёсанный,ˈt͡ɕɵsən(ː)ɨɪ̯
чёсанок,ˈt͡ɕɵsənək
чёсаный,ˈt͡ɕɵsənɨɪ̯
чёска,ˈt͡ɕɵskə
чёт,t͡ɕɵt
чётки,ˈt͡ɕɵtkʲɪ
чёткий,ˈt͡ɕɵtkʲɪɪ̯
чётко,ˈt͡ɕɵtkə
чёткость,ˈt͡ɕɵtkəsʲtʲ
чётность,ˈt͡ɕɵtnəsʲtʲ
чётный,ˈt͡ɕɵtnɨɪ̯
Швейцария,ʂvʲɪɪ̯ˈt͡sarʲɪɪ̯ə
Швеция,ˈʂvʲet͡sɨɪ̯ə
Шмидт,ʂmʲit
Шолохов,ˈʂoɫəxəf
Шопин,ˈʂopʲɪn
Шорин,ˈʂorʲɪn
Шотландия,ʂɐˈtɫanʲdʲɪɪ̯ə
шваб,ʂvap
швабка,ˈʂvapkə
швабра,ˈʂvabrə
швабровый,ˈʂvabrəvɨɪ̯
швабский,ˈʂvapskʲɪɪ̯
швабы,ʂvap
шваль,ʂvalʲ
швальня,ˈʂvalʲnʲə
шванк,ʂvank
шванновский,ˈʂvanːəfskʲɪɪ̯
шварканье,ˈʂvarkənʲɪ̯ə
шваркать,ˈʂvarkətʲ
шваркаться,ˈʂvarkət͡sə
шваркнуть,ˈʂvarknʊtʲ
шваркнуться,ˈʂvarknʊt͡sə
шварт,ʂvart
швартов,ʂvɐrˈtof
швартование,ʂvərtɐˈvanʲɪɪ̯ə
швартованный,ʂvɐrˈtovən(ː)ɨɪ̯
швартовать,ʂvərtɐˈvatʲ
швартоваться,ʂvərtɐˈvat͡sːə
швартовить,ʂvɐrˈtovʲɪtʲ
швартовиться,ʂvɐrˈtovʲɪt͡sə
швартовка,ʂvɐrˈtofkə
швартовный,ʂvɐrˈtovnɨɪ̯
швах,ʂvax
швед,ʂvʲet
шведка,ˈʂvʲetkə
шведский,ˈʂvʲet͡skʲɪɪ̯
шведы,ʂvʲet
швейка,ˈʂvʲeɪ̯kə
швейник,ˈʂvʲeɪ̯nʲɪk
швейница,ˈʂvʲeɪ̯nʲɪt͡sə
швейный,ˈʂvʲeɪ̯nɨɪ̯
швейцар,ʂvʲɪɪ̯ˈt͡sar
швейцарец,ʂvʲɪɪ̯ˈt͡sarʲɪt͡s
швейцариха,ʂvʲɪɪ̯ˈt͡sarʲɪxə
швейцарка,ʂvʲɪɪ̯ˈt͡sarkə
швейцарская,ʂvʲɪɪ̯ˈt͡sarskəɪ̯ə
швейцарский,ʂvʲɪɪ̯ˈt͡sarskʲɪɪ̯
швейцарцы,ʂvʲɪɪ̯ˈt͡sarʲɪt͡s
швеллер,ˈʂvʲelʲ(ː)ɪr
швеллерный,ˈʂvʲelʲ(ː)ɪrnɨɪ̯
швермер,ˈʂvʲermʲɪr
шверт,ʂvʲert
швертбот,ʂvʲɪrdˈbot
швец,ʂvʲet͡s
швея,ʂvʲɪˈja
швея-мотористка,ʂvʲɪˈja mətɐˈrʲistkə
швея-ручница,ʂvʲɪˈja rʊt͡ɕˈnʲit͡sə
швиц,ʂvʲit͡s
шворень,ˈʂvorʲɪnʲ
шворневой,ʂvərnʲɪˈvoɪ̯
швырковый,ʂvɨrˈkovɨɪ̯
швырнуть,ʂvɨrˈnutʲ
швырнуться,ʂvɨrˈnut͡sːə
швырок,ʂvɨˈrok
швырялка,ʂvɨˈrʲaɫkə
швыряние,ʂvɨˈrʲænʲɪɪ̯ə
швырянный,ˈʂvɨrʲɪn(ː)ɨɪ̯
швырять,ʂvɨˈrʲætʲ
швыряться,ʂvɨˈrʲat͡sːə
шмак,ʂmak
шмаков,ʂmak
шмакодявка,ʂməkɐˈdʲafkə
шмальтин,ʂmɐlʲˈtʲin
шмалять,ʂmɐˈlʲætʲ
шмара,ˈʂmarə
шмат,ʂmat
шматок,ʂmɐˈtok
шмелиный,ʂmʲɪˈlʲinɨɪ̯
шмель,ʂmʲelʲ
шмель-плотник,ˈʂmʲelʲ ˈpɫotʲnʲɪk
шмон,ʂmon
шмонать,ʂmɐˈnatʲ
шмотки,ˈʂmotkʲɪ
шмотьё,ʂmɐˈtʲjɵ
шмурыгать,ʂmʊˈrɨɡətʲ
шмурыгнуть,ʂmʊˈrɨɡnʊtʲ
шмуцроль,ʂmʊt͡sˈrolʲ
шмуцтитул,ʂmʊt͡sˈtʲitʊɫ
шмыг,ʂmɨk
шмыганье,ˈʂmɨɡənʲɪ̯ə
шмыгать,ˈʂmɨɡətʲ
шмыгнуть,ˈʂmɨɡnʊtʲ
шмяк,ʂmʲak
шмякать,ˈʂmʲakətʲ
шмякаться,ˈʂmʲakət͡sə
шмякнутый,ˈʂmʲaknʊtɨɪ̯
шмякнуть,ˈʂmʲaknʊtʲ
шмякнуться,ˈʂmʲaknʊt͡sə
шнапс,ʂnaps
шнапс-идея,ˌʂnapsɨˈdʲeɪ̯ə
шнауцер,ˈʂnaʊt͡sɨr
шнек,ʂnɛk
шнека,ˈʂnʲekə
шнековый,ˈʂnɛkəvɨɪ̯
шнеллер,ˈʂnɛlʲɪr
шнитт-лук,ˌʂnʲit ˈɫuk
шницель,ˈʂnʲit͡sɨlʲ
шнобель,ˈʂnobʲɪlʲ
шноркель,ˈʂnorkʲɪlʲ
шнур,ʂnur
шнуровальный,ʂnʊrɐˈvalʲnɨɪ̯
шнурование,ʂnʊrɐˈvanʲɪɪ̯ə
шнурованный,ʂnʊˈrovən(ː)ɨɪ̯
шнуровать,ʂnʊrɐˈvatʲ
шнуроваться,ʂnʊrɐˈvat͡sːə
шнуровка,ʂnʊˈrofkə
шнуровой,ʂnʊrɐˈvoɪ̯
шнурок,ʂnʊˈrok
шнурочек,ʂnʊˈrot͡ɕɪk
шнырить,ˈʂnɨrʲɪtʲ
шнырнуть,ʂnɨrˈnutʲ
шнырять,ʂnɨˈrʲætʲ
шнява,ˈʂnʲavə
шобла,ˈʂobɫə
шов,ʂof
шовинизм,ʂəvʲɪˈnʲizm
шовинист,ʂəvʲɪˈnʲist
шовинистический,ʂəvʲɪnʲɪˈsʲtʲit͡ɕɪskʲɪɪ̯
шовинистка,ʂəvʲɪˈnʲistkə
шовинистский,ʂəvʲɪˈnʲisːkʲɪɪ̯; ʂəvʲɪˈnʲist͡skʲɪɪ̯
шовный,ˈʂovnɨɪ̯
шовчик,ˈʂoft͡ɕɪk
шок,ʂok
шокер,ˈʂokʲɪr
шокинг,ˈʂokʲɪnk
шокированный,ʂɐˈkʲirəvən(ː)ɨɪ̯
шокировать,ʂɐˈkʲirəvətʲ
шокироваться,ʂɐˈkʲirəvət͡sə
шоковый,ˈʂokəvɨɪ̯
шоколад,ʂəkɐˈɫat
шоколадка,ʂəkɐˈɫatkə
шоколадник,ʂəkɐˈɫadʲnʲɪk
шоколадница,ʂəkɐˈɫadʲnʲɪt͡sə
шоколадный,ʂəkɐˈɫadnɨɪ̯
шокотерапия,ˌʂokətʲɪrɐˈpʲiɪ̯ə
шолоховед,ʂəɫəxɐˈvʲet
шолоховский,ˈʂoɫəxəfskʲɪɪ̯
шомпол,ˈʂompəɫ
шомпольный,ˈʂompəlʲnɨɪ̯
шона,ˈʂonə
шоопирование,ʂɐɐˈpʲirəvənʲɪɪ̯ə
шоопировать,ʂɐɐˈpʲirəvətʲ
шоопироваться,ʂɐɐˈpʲirəvət͡sə
шоп,ʂop
шоп-стюард,ˌʂop ˈsʲtʲuərt
шоп-тур,ˌʂop ˈtur
шопеновский,ʂɐˈpɛnəfskʲɪɪ̯
шопинг,ˈʂopʲɪnk
шопинговый,ˈʂopʲɪnɡəvɨɪ̯
шоппинг,ˈʂopʲɪnk
шор,ʃor
шорец,ˈʂorʲɪt͡s
шорка,ˈʂorkə
шорканье,ˈʂorkənʲɪ̯ə
шоркать,ˈʂorkətʲ
шоркнуть,ˈʂorknʊtʲ
шорник,ˈʂornʲɪk
шорничать,ˈʂornʲɪt͡ɕɪtʲ
шорничество,ˈʂornʲɪt͡ɕɪstvə
шорный,ˈʂornɨɪ̯
шорня,ˈʂornʲə
шорох,ˈʂorəx
шорский,ˈʂorskʲɪɪ̯
шорт-лист,ˌʂort ˈlʲist
шорт-трек,ˌʂort ˈtrʲek
шорт-трекист,ˌʂort trɛˈkʲist
шортгорн,ʂɐrdˈɡorn
шортики,ˈʂortʲɪkʲɪ
шорты,ˈʂortɨ
шоры,ˈʂorɨ
шоссе,ʂɐˈsːɛ
шоссейка,ʂɐˈsɛɪ̯kə
шоссейник,ʂɐˈsɛɪ̯nʲɪk
шоссейно-кольцевой,ʂɐˌsɛɪ̯nə kəlʲt͡sɨˈvoɪ̯
шоссейный,ʂɐˈsːɛɪ̯nɨɪ̯; ʂoˈsːɛɪ̯nɨɪ̯
шоссированный,ʂɐˈsʲirəvən(ː)ɨɪ̯
шоссировать,ʂɐˈsʲirəvətʲ
шоссироваться,ʂɐˈsʲirəvət͡sə
шотландец,ʂɐˈtɫanʲdʲɪt͡s
шотландка,ʂɐˈtɫantkə
шотландский,ʂɐˈtɫan(t)skʲɪɪ̯
шотландцы,ʂɐˈtɫanʲdʲɪt͡s
шотт,ʂot
шоу,ˈʂoʊ
шоу-бизнес,ˌʂoʊ ˈbʲiznɛs
шоу-бизнесмен,ˌʂoʊ bʲɪznɛˈsmʲen
шоумен,ʂoʊˈmɛn
шоферить,ʂəfʲɪˈrʲitʲ
шоферня,ʂəfʲɪrˈnʲa
шоферюга,ʂəfʲɪˈrʲuɡə
шофёр,ʂɐˈfʲɵr
шофёрить,ʂɐˈfʲɵrʲɪtʲ
шофёришка,ʂɐˈfʲɵrʲɪʂkə
шофёрский,ʂɐˈfʲɵrskʲɪɪ̯
шофёрша,ʂɐˈfʲɵrʂə
шрам,ʂram
шрамик,ˈʂramʲɪk
шрамистый,ˈʂramʲɪstɨɪ̯
шрапнель,ʂrɐˈpnɛlʲ
шрапнельный,ʂrɐˈpnʲelʲnɨɪ̯
шредер,ˈʂrɛdɛr
шредеровать,ʂrɛdɛrɐˈvatʲ
шредероваться,ʂrɛdɛrɐˈvat͡sːə
шри-ланкийский,ʂrʲi ɫɐnˈkʲiɪ̯skʲɪɪ̯
шримс,ʂrʲims
шрифт,ʂrʲift
шрифтовик,ʂrʲɪftɐˈvʲik
шрифтовой,ʂrʲɪftɐˈvoɪ̯
шрифтолитейный,ˌʂrʲiftəlʲɪˈtʲeɪ̯nɨɪ̯
шрифтоноситель,ʂrʲɪftənɐˈsʲitʲɪlʲ
шропшир,ʂrɐˈpʂɨr
шрот,ʂrot
шхеры,ˈʂxʲerə
шхуна,ˈʂxunə
шэ,ʃa
шэд,ʂɛt
шэн,ʂɛn
шюцкор,ʂʊt͡sˈkor
шюцкоровец,ʂʊt͡sˈkorəvʲɪt͡s
шёл,ɪˈtʲːi
шёлк,ʂoɫk
шёлковый,ˈʂoɫkəvɨɪ̯
шёлкокручение,ˌʂoɫkəkrʊˈt͡ɕenʲɪɪ̯ə
шёлкомотальный,ˌʂoɫkəmɐˈtalʲnɨɪ̯
шёлкомотальня,ˈʂoɫkəmɐˈtalʲnʲə
шёлкомотальщик,ˈʂoɫkəmɐˈtalʲɕːɪk
шёлкомотальщица,ˈʂoɫkəmɐˈtalʲɕːɪt͡sə
шёлкомотание,ˌʂoɫkəmɐˈtanʲɪɪ̯ə
шёлкообрабатывающий,ˈʂoɫkɐɐbrɐˈbatɨvəjʉɕːɪɪ̯
шёлкоотделочный,ˈʂoɫkɐɐˈdʲeɫət͡ɕnɨɪ̯
шёлкопрядение,ˌʂoɫkəprʲɪˈdʲenʲɪɪ̯ə
шёлкопрядильный,ˌʂoɫkəprʲɪˈdʲilʲnɨɪ̯
шёлкопрядильня,ˌʂoɫkəprʲɪˈdʲilʲnʲə
шёлкотканый,ˌʂoɫkɐˈtkanɨɪ̯
шёлкоткацкий,ˌʂoɫkɐˈtkat͡skʲɪɪ̯
шёлкоткачество,ˌʂoɫkɐˈtkat͡ɕɪstvə
шёпот,ˈʂopət
шёпотный,ˈʂopətnɨɪ̯
шёпотом,ˈʂopətəm
шёптанный,ˈʂoptən(ː)ɨɪ̯
шёрстка,ˈʂorstkə
шёрстность,ˈʂorsnəsʲtʲ
Щеглов,ɕːɪˈɡɫof
Щедрин,ɕːɪˈdrʲin
Щелконогов,ɕːɪɫkɐˈnoɡəf
Щепетильников,ɕːɪpʲɪˈtʲilʲnʲɪkəf
Щепкин,ˈɕːepkʲɪn
Щепочкин,ˈɕːepət͡ɕkʲɪn
Щербаков,ɕːɪrbɐˈkof
Щербинин,ɕːɪrˈbʲinʲɪn
Щукарёв,ɕːʊkɐˈrʲɵf
Щукин,ˈɕːʉkʲɪn
Щучин,ˈɕːʉt͡ɕɪn
Щёголев,ˈɕːɵɡəlʲɪf
Щёлоков,ˈɕːɵɫəkəf
ща,ɕːa
щавелевокислый,ɕːɪˌvʲelʲɪvɐˈkʲisɫɨɪ̯
щавелевый,ɕːɪˈvʲelʲɪvɨɪ̯
щавель,ɕːɪˈvʲelʲ
щавельный,ɕːɪˈvʲelʲnɨɪ̯
щавелёк,ɕːɪvʲɪˈlʲɵk
щадить,ɕːɪˈdʲitʲ
щадиться,ɕːɪˈdʲit͡sːə
щадящий,ɕːɪˈdʲæɕːɪɪ̯
щадящийся,ɕːɪˈdʲæɕːɪɪ̯sʲə
щажённый,ɕːɪˈʐonːɨɪ̯
щаной,ɕːɪˈnoɪ̯
щас,ɕːas
щебенить,ɕːɪˈbʲenʲɪtʲ
щебениться,ɕːɪˈbʲenʲɪt͡sə
щебень,ˈɕːebʲɪnʲ
щебет,ˈɕːebʲɪt
щебетание,ɕːɪbʲɪˈtanʲɪɪ̯ə
щебетать,ɕːɪbʲɪˈtatʲ
щебетунья,ɕːɪbʲɪˈtunʲɪ̯ə
щебечущий,ɕːɪˈbʲet͡ɕʉɕːɪɪ̯
щебневой,ɕːɪbnʲɪˈvoɪ̯
щебнистый,ɕːɪbˈnʲistɨɪ̯
щебёнка,ɕːɪˈbʲɵnkə
щебённый,ɕːɪˈbʲɵnːɨɪ̯
щебёнчатый,ɕːɪˈbʲɵnʲt͡ɕɪtɨɪ̯
щеврица,ɕːɪˈvrʲit͡sə
щеглиха,ɕːɪˈɡlʲixə
щегловка,ɕːɪˈɡɫofkə
щегловый,ɕːɪˈɡɫovɨɪ̯
щеглячий,ɕːɪˈɡlʲæt͡ɕɪɪ̯
щеглёнок,ɕːɪˈɡlʲɵnək
щегол,ɕːɪˈɡoɫ
щеголевато,ɕːɪɡəlʲɪˈvatə
щеголеватость,ɕːɪɡəlʲɪˈvatəsʲtʲ
щеголеватый,ɕːɪɡəlʲɪˈvatɨɪ̯
щеголиха,ɕːɪɡɐˈlʲixə
щегольнуть,ɕːɪɡɐlʲˈnutʲ
щегольски,ɕːɪɡɐlʲˈskʲi
щегольской,ɕːɪɡɐlʲˈskoɪ̯
щегольство,ɕːɪɡɐlʲˈstvo
щеголяние,ɕːɪɡɐˈlʲænʲɪɪ̯ə
щеголять,ɕːɪɡɐˈlʲætʲ
щедрина,ɕːɪˈdrʲinə
щедриться,ɕːɪˈdrʲit͡sːə
щедро,ˈɕːedrə
щедролюбивый,ɕːɪdrəlʲʉˈbʲivɨɪ̯
щедролюбие,ɕːɪdrɐˈlʲʉbʲɪ(ɪ̯)ɪ‏‎
щедрость,ˈɕːedrəsʲtʲ
щедрота,ɕːɪdrɐˈta
щедроты,ɕːɪdrɐˈta
щедрый,ˈɕːedrɨɪ̯
щека,ɕːɪˈka
щекастая,ɕːɪˈkastɨɪ̯
щекастый,ɕːɪˈkastɨɪ̯
щековина,ɕːɪkɐˈvʲinə
щеколда,ɕːɪˈkoɫdə
щекотание,ɕːɪkɐˈtanʲɪɪ̯ə
щекотать,ɕːɪkɐˈtatʲ
щекотаться,ɕːɪkɐˈtat͡sːə
щекотить,ɕːɪkɐˈtʲitʲ
щекотка,ɕːɪˈkotkə
щекотливо,ɕːɪkɐˈtlʲivə
щекотливость,ɕːɪkɐˈtlʲivəsʲtʲ
щекотливый,ɕːɪkɐˈtlʲivɨɪ̯
щекотно,ɕːɪˈkotnə
щекотнуть,ɕːɪkɐtˈnutʲ
щекотный,ɕːɪˈkotnɨɪ̯
щекочущий,ɕːɪˈkot͡ɕʉɕːɪɪ̯
щекочущийся,ɕːɪˈkot͡ɕʉɕːɪɪ̯sʲə
щелевание,ɕːɪlʲɪˈvanʲɪɪ̯ə
щелеватый,ɕːɪlʲɪˈvatɨɪ̯
щелевой,ɕːɪlʲɪˈvoɪ̯
щелезуб,ɕːɪlʲɪˈzup
щелеобразно,ɕːɪlʲɪɐˈbraznə
щелеобразный,ɕːɪlʲɪɐˈbraznɨɪ̯
щелинный,ɕːɪˈlʲinːɨɪ̯
щелистость,ɕːɪˈlʲistəsʲtʲ
щелистый,ɕːɪˈlʲistɨɪ̯
щелка,ˈɕːɵɫkə
щелкануть,ɕːɪɫkɐˈnutʲ
щелканье,ˈɕːɵɫkənʲɪ̯ə
щелкать,ˈɕːɵɫkətʲ
щелкнуть,ˈɕːɵɫknʊtʲ
щелкопёр,ɕːɪɫkɐˈpʲɵr
щелкун,ɕːɪɫˈkun
щелкунчик,ɕːɪɫˈkunʲt͡ɕɪk
щелкушка,ɕːɪɫˈkuʂkə
щелоктать,ɕːɪɫɐˈktatʲ
щелокчить,ɕːɪɫɐkˈt͡ɕitʲ
щелочение,ɕːɪɫɐˈt͡ɕenʲɪɪ̯ə
щелочить,ɕːɪɫɐˈt͡ɕitʲ
щелочиться,ɕːɪɫɐˈt͡ɕit͡sːə
щелочной,ɕːɪɫɐt͡ɕˈnoɪ̯
щелочённый,ɕːɪɫɐˈt͡ɕɵnːɨɪ̯
щелчок,ɕːɪɫˈt͡ɕɵk
щель,ɕːelʲ
щемить,ɕːɪˈmʲitʲ
щемящий,ɕːɪˈmʲæɕːɪɪ̯
щен,ɕːen
щениться,ɕːɪˈnʲit͡sːə
щенок,ɕːɪˈnok
щеночек,ɕːɪˈnot͡ɕɪk
щенячий,ɕːɪˈnʲæt͡ɕɪɪ̯
щепа,ɕːɪˈpa
щепальный,ɕːɪˈpalʲnɨɪ̯
щепание,ɕːɪˈpanʲɪɪ̯ə
щепанный,ˈɕːepən(ː)ɨɪ̯
щепать,ɕːɪˈpatʲ
щепаться,ɕːɪˈpat͡sːə
щепающий,ɕːɪˈpajʉɕːɪɪ̯
щепающийся,ɕːɪˈpajʉɕːɪɪ̯sʲə
щепетильничать,ɕːɪpʲɪˈtʲilʲnʲɪt͡ɕɪtʲ
щепетильно,ɕːɪpʲɪˈtʲilʲnə
щепетильность,ɕːɪpʲɪˈtʲilʲnəsʲtʲ
щепетильный,ɕːɪpʲɪˈtʲilʲnɨɪ̯
щепить,ɕːɪˈpʲitʲ
щепиться,ɕːɪˈpʲit͡sːə
щепка,ˈɕːepkə
щеплющий,ˈɕːeplʲʉɕːɪɪ̯
щеплющийся,ˈɕːeplʲʉɕːɪɪ̯sʲə
щеплять,ɕːɪˈplʲætʲ
щепной,ɕːɪˈpnoɪ̯
щеповоз,ɕːɪpɐˈvos
щепотка,ɕːɪˈpotkə
щепоточка,ɕːɪˈpotət͡ɕkə
щепоть,ɕːɪˈpotʲ
щепочка,ˈɕːepət͡ɕkə
щербак,ɕːɪrˈbak
щербатость,ɕːɪrˈbatəsʲtʲ
щербатый,ɕːɪrˈbatɨɪ̯
щербина,ɕːɪrˈbʲinə
щербинка,ɕːɪrˈbʲinkə
щербить,ɕːɪrˈbʲitʲ
щербиться,ɕːɪrˈbʲit͡sːə
щерблённый,ɕːɪrˈblʲɵnːɨɪ̯
щерить,ˈɕːerʲɪtʲ
щериться,ˈɕːerʲɪt͡sə
щерящий,ˈɕːerʲɪɕːɪɪ̯
щерящийся,ˈɕːerʲɪɕːɪɪ̯sʲə
щетина,ɕːɪˈtʲinə
щетинисто,ɕːɪˈtʲinʲɪstə
щетинистый,ɕːɪˈtʲinʲɪstɨɪ̯
щетинить,ɕːɪˈtʲinʲɪtʲ
щетиниться,ɕːɪˈtʲinʲɪt͡sə
щетинка,ɕːɪˈtʲinkə
щетинки,ɕːɪˈtʲinkə
щетинный,ɕːɪˈtʲinːɨɪ̯
щетиновидно,ɕːɪtʲɪnɐˈvʲidnə
щетинообразно,ɕːɪˌtʲinɐɐˈbraznə
щетинообразный,ɕːɪˌtʲinɐɐˈbraznɨɪ̯
щетиноподобный,ɕːɪtʲɪnəpɐˈdobnɨɪ̯
щетинохвостка,ɕːɪtʲɪnɐˈxvostkə
щетинящий,ɕːɪˈtʲinʲɪɕːɪɪ̯
